"Year","Quarter","Location Description","Data Source","Topic Description","Measure Description","Provision Group Description","Provision","Value","Citation","Enacted Date","Effective Date","Comments"
"1997","4","District of Columbia","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1996","4","District of Columbia","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1996","4","District of Columbia","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1995","4","District of Columbia","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1995","4","District of Columbia","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2019","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2019","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2019","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2019","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2019","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2019","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2007","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2007","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2007","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2007","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2007","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2007","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2007","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2007","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2006","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2006","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2006","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2006","3","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2006","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2006","2","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2006","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2006","1","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2005","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2005","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2004","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2004","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2003","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2003","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2002","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2002","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2001","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2001","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2000","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2000","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1999","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1999","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1998","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1998","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1997","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1997","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1996","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1996","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"1995","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"1995","4","Delaware","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2019","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2019","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2019","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2019","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2019","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2019","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2018","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2018","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2017","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2017","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2016","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2016","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2015","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2015","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2014","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2014","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2013","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2013","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2012","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2012","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2011","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2011","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2010","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2010","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2009","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2009","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","3","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","2","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2008","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2008","1","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
"2007","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Over-the-Counter","No Provision","","","",""
"2007","4","Florida","OSH","Legislation - Preemption","Preemption on Licensure ","Restrictions","Vending Machines","No Provision","","","",""
